"dates","titles","paragraphs"
"2016-01-22","외국인, 최장 기간 '순매도' 기록…주식자금 활용은 어떻게?","대출 여부와 상관없이 24시간 언제든 전문상담원과 편리한 상담이 가능하다.  한편, 한경닷컴하이스탁론을 이용 중인 투자자들 사이에 현재 관심이 높은 종목은  한국항공우주, 호텔신라, OCI, 캠시스, 슈넬생명과학, 종근당, 카카오, 삼성물산, 코데즈컴바인, 삼성전자  등이다.   한경닷컴하이스탁론은?  온라인 대표 경제신문인 한경닷컴이 대한민국 대표 스탁론 하이스탁론과 손잡고 투자자들의 주식자금 고민 해결에 나섰다. 한경닷컴하이스탁론은 주식매입자금대출은 물론 주식담보대출,"
"2016-01-22","코스피, 1860선 상승 출발…기관 '나홀로' 순매수","코스피지수는 전날보다 19.77포인트(1.07%) 오른 1860.30을 기록하고 있다.  외국인 투자자는 57억원 순매도다. 12거일째 '팔자'다. 개인 역시 27억원 매도 우위다. 반면 기관은 83억원 매수 우위다.  시가총액 상위종목들은 일제히 오름세다. 삼성전자가 2% 가까이 오르고 있는 가운데 한국전력 현대차 삼성물산 현대모비스 아모레퍼시픽 등 대부분이 상승 중이다.  이민하 한경닷컴 기자  minari@hankyung.com"
"2016-01-22",""" FOMC 이후 공포심리 진정…낙폭과대주 접근 유효""","실적 발표에 접어들면서 실적 부진에 대한 우려가 부각될 수 있다는 지적이다.  김 연구원은 ""4분기 순이익 평균 추정치(컨센서스)는 1개월 전 22조3000억원에서 현재 20조2000억원으로 10.4% 하향 조정됐다""며 ""다음주 실적이 발표되는 주요 종목 중 LG화학 SK하이닉스 LG전자 현대차 삼성물산 등 모두 눈높이가 하향 조정 중""이라고 말했다.  이민하 한경닷컴 기자  minari@hankyung.com"
"2016-01-21","삼성, 전 직원 헌혈 캠페인 벌인다","삼성그룹은 21일부터 2월29일까지 40일간 모든 임직원을 대상으로 헌혈 캠페인을 벌인다. 국가적 혈액 부족 사태를 해소하는 데 도움을 주자는 취지에서다.  이 캠페인은 이날 삼성물산을 시작으로 삼성전자, 삼성전기, 삼성SDS, ... 사업장마다 헌혈버스를 운영해 임직원 참여를 독려할 방침이다. 2만여명의 직원이 참여할 것으로 회사 측은 내다봤다.  삼성 관계자는 “겨울철은 날씨가 추워서 헌혈 인구가 전반적으로 줄어드는 데다 지난해 메르스(중동호흡기증후군)"
"2016-01-21","코스피, 이틀째 하락 1840선 턱걸이…외인 '사실상' 역대 최장 '팔자'","전기가스업, 의약품, 철강금속, 비금속광물 업종 등은 1% 이상 빠졌다. 반면 기계 업종이 2.03% 상승한 가운데 운수창고, 건설업 등이 1% 이상 올랐다.  시가총액 상위종목들은 등락이 엇갈렸다. 삼성전자가 0.62% 약세를 나타냈으며 한국전력 네이버 삼성생명 SK하이닉스 기아차 SK텔레콤 등도 모두 약세였다. 현대차와 삼성물산 현대모비스 아모레퍼시픽 LG화학 등은 오름세였다.  제주항공은 저가 매수세에 힘입어 닷새 만에 5.99%대 반등했다.  전날"
"2016-01-21","코스피, 반발 매수세에 장중 1850선 회복","대신증권 연구원은 ""전날 급락한 데 따른 반발 매수세가 유입되는 것으로 보인다""며 ""삼성전자와 현대차, SK하이닉스 등 시가총액 상위 종목이 반등에 나서면서 코스피도 전날의 낙폭을 일부 만회하고 있고 있다""고 ... 철강·금속(-1.16%), 의료정밀(-1.59%) 등은 약세다.  시가총액 상위주는 대체로 상승세다.  삼성전자(0.79%)를 비롯해 현대차(0.73%), 삼성물산(0.34%), 현대모비스(2.72%), 아모레퍼시픽(0.39%)"
"2016-01-21","삼성그룹, 국가적 혈액부족 해소 위해 뛴다","40일 간 전국 사업장에서 헌혈 캠페인 진행  삼성그룹은 국가적 혈액부족 사태 해소를 지원하기 위해 전 임직원을 대상으로 헌혈 캠페인을 실시한다고 21일 밝혔다.  이날 삼성물산을 시작으로 오는 2월 29일까지 40일 간 삼성전자, 삼성전기, 삼성SDS, 삼성생명, 삼성증권, 삼성카드, 삼성중공업, 삼성엔지니어링, 에스원 등 계열사 전국 사업장에서 캠페인이 진행된다.  삼성은 겨울철 혈액 수급의 어려움을 해소하기 위해 지난 1996년부터 매년 헌혈"
"2016-01-20","[마켓인사이트]'시중 자금 블랙홀' KT 회사채에 1 넘게 몰려","2012년 4월 이후 이보다 많은 투자금이 몰린 것은 SK텔레콤65(1조2800억원) 현대중공업116(1조2600억원) 삼성물산101(1조1100억원) 삼성물산104(1조900억원) 등 4개뿐이다. 이번 KT 회사채 발행을 주선한 한 증권사 ... 2.38%, 20년짜리는 연 2.528%다.  이번 KT 회사채 발행은 한국투자 NH투자증권이 대표 주관을 맡았다. 삼성 KB투자 KDB대우증권 신한금융투자는 공동 주관사로 참여했다.  하헌형 기자  hhh@hankyung.com"
"2016-01-20","민생 구하기 입법 촉구 서명한 삼성 사장단유료","(정지은 산업부 기자) 삼성그룹 사장단이 경제활성화 법안 조속 처리를 촉구하는 ‘민생구하기 입법 촉구 1000만 서명운동’에 동참했습니다. 기업인들이 침체된 경기를 살리려면 경제활성화 법안이 빨리 처리돼야 ... DS(부품)부문 부회장을 비롯, 신종균 삼성전자 IM(IT모바일)부문 사장, 전동수 삼성전자 의료기기사업부 사장, 김기남 삼성전자 반도체총괄 사장, 김현석 삼성전자 영상디스플레이사업부 사장, 최치훈 삼성물산 건설부문 사장, 이윤태 삼성전기"
"2016-01-20","재계, 민생구하기 입법촉구 릴레이 서명…삼성 임원도 동참","법안의 조속한 처리를 촉구하는 '민생구하기 입법 촉구 1000만인 서명운동'에 동참하고 나섰다.  삼성그룹 계열사 사장들은 20일 오전 서울 서초사옥에서 수요 사장단회의를 마친 후 1층 로비에 마련된 부스에서 서명했다. ... 메모리사업부 사장, 김현석 영상디스플레이(VD) 사업부 사장, 전동수 의료기기사업부 사장, 정칠희 종합기술원장, 삼성물산의 최치훈 건설부문 사장과 김봉영 리조트건설부문 사장, 윤주화 삼성사회봉사단 단장, 이윤태 삼성전기 사장, 김영기"
"2016-01-20","민생구하기 입법촉구 서명운동 재계 전반 확산","삼성 사장단 필두로 30대 그룹 등 임직원들 줄줄이 동참  온라인 6만여명 서명 완료…경제단체·업종협회 온오프 독려  재계 산업팀 = 경제활성화 법안의 조속한 처리를 촉구하는 '민생구하기 입법 촉구 ... 메모리사업부 사장, 김현석 영상디스플레이(VD) 사업부 사장, 전동수 의료기기사업부 사장, 정칠희 종합기술원장, 삼성물산의 최치훈 건설부문 사장과 김봉영 리조트건설부문 사장, 윤주화 삼성사회봉사단 단장, 이윤태 삼성전기 사장, 김영기"
"2016-01-20","성장률 둔화에도 상승 마감한 코스피. 주식자금 활용 전략은?","알고 싶은 투자자는 고객상담센터(1599-0313)로 연락하면 대출 여부와 상관없이 24시간 언제든 전문상담원과 편리한 상담이 가능하다.  한편, 한경닷컴하이스탁론을 이용 중인 투자자들 사이에 현재 관심이 높은 종목은  안랩, 삼성물산, 삼성SDI, 썬코어, LG전자, 엔티피아, 카카오, 뉴프라이드, 씨엘인터내셔널, 바른전자  등이다.   한경닷컴하이스탁론은?  온라인 대표 경제신문인 한경닷컴이 대한민국 대표 스탁론 하이스탁론과 손잡고 투자자들의 주식자금 고민 해결에 나섰다."
"2016-01-20","코스피, 하루 만에 1880선 약세…외인 '팔자' 지속","있다. 차익거래가 16억원 순매수, 비차익 거래가 167억원 순매도다.  업종별로는 하락이 많다. 의약품, 음식료업, 화학, 섬유의복 업종 등을 제외하고는 대부분 내림세다. 전기전자와 통신업, 철강금속 등이 1% 이상 빠지고 있다.  삼성전자가 1.79% 빠지고 있는 가운데 현대차 삼성물산 현대모비스 네이버 LG화학 SK하이닉스 등 시총상위 종목들 대부분이 하락세다. 아모레퍼시픽과 삼성에스디에스 신한지주 정도가 오름세다.  LG생활건강은 외국계 금융기관의 러브콜을 받으며"
"2016-01-20","""제재 풀린 이란 시장 선점하자""…5대 무역상사 잰걸음","이란을 비롯한 중동 지역을 겨냥한 철강재 수출입 사업을 벌이고 있다. SK네트웍스는 이란에서 사회간접자본(SOC), 건설, 조선 등 대규모 프로젝트가 진행되리라고 보고 철강재 공급 확대 등 추가적인 사업 기회를 검토하고 있다.  삼성물산 상사부문은 현지에서 직원 5명(주재원 2명)이 철강, 화학 분야를 중심으로 사업을 하고 있으며 플랜트와 인프라 프로젝트 사업에 참여하는 방안을 모색하고 있다. 현지에 주재원 한 명과 현지 직원 3~4명을 둔 LG상사 역시 사업 참여 기회를"
"2016-01-19","[반포 래미안아이파크①규모]쾌적한 주거환경 829가구, 중도금 무이자+α 제공","건설사들의 재건축 아파트들이 분양 중이다. 특히 '아이파크'의 현대산업개발과 '래미안'의 삼성물산이 공동시공하는 '반포 래미안 아이파크'가 분양중이다.  단지는 서울시 서초구 반포동 &lsquo... 남부순환로를 통해 시내로의 이동이 편리한데다, 반포IC가 가까워 광역교통망의 이용도 편리하다.  단지 인근에 강남삼성병원, 차병원, 서울성모병원 등 대규모 의료시설이 있다. 강남 신세계백화점을 비롯해 강남 중심상업지구와도 가깝다."
"2016-01-19","CEO 절반 ""올해 화두는 긴축 경영""…기업들 '군살 빼기' 집중","17.4%에 불과했다.  기업들은 이 같은 상황을 반영해 올해 경영전략 짜기에 돌입한 상태다. 국내 최대 기업인 삼성전자의 경우 지난해 27조원에 이르는 사상 최대 규모의 시설투자를 단행했지만 올해는 작년과 같은 대규모 투자가 어렵다는 ... 사업과 반도체부문을 벗어나 새로운 먹거리 사업을 확보하기 위해 ‘전장사업부’도 신설했다. 삼성전자 외에 삼성물산, 삼성중공업, 삼성엔지니어링 등 다른 계열사들의 실적도 좋지 않은 흐름을 보이고 있다. 이에 일부"
"2016-01-18","코스피 국제유가에 '덜컹'했다가 보합세로 마감","마쳤다.  중국 상하이종합지수는 장중 한때 전 거래일보다 1%대까지 상승했다가 0.44% 오른 채 마감했다.  김용구 삼성증권 연구원은 ""중국 증시가 상승 반전함에 따라 코스피가 낙폭을 거의 회복했다""고 설명했다.  이경민 ... 운수창고(-1.42%), 증권(-1.21%), 보험(-1.83%) 등은 하락했다.  시가총액 상위주도 혼조세였다.  삼성물산(5.88%)과 현대차(0.36%), NAVER(2.54%) 등은 상승세를 기록했다.  반면 삼성전자(-0.53%),"
"2016-01-18","반포 래미안아이파크, 역·학교로 둘러싸인 '반포 노른자 입지'","현대산업개발과 삼성물산이 서울 반포동에서 총 829가구로 구성된 ‘반포 래미안아이파크’ 단지를 분양 중이다. 서초 한양아파트를 재건축하는 이 단지는 인근에 사평역, 반포역 등이 있어 지하철 2&middo... 주요 지역으로 쉽게 이동할 수 있다. 경부고속도로 반포나들목(IC)도 가깝다.  주변에 생활편의시설도 적지 않다. 삼성서울병원, 차병원, 서울성모병원 등의 의료시설을 이용하기 편하다. 서울중앙지방법원·대법원 등이 모여있는"
"2016-01-18","이재용 부회장 ""어려운 시기, 신임 임원 여러분이 삼성의 미래""","이재용 삼성전자 부회장이 삼성그룹 신임 임원들과 만찬을 함께하며 미래를 이끌어줄 것을 당부했다.  이 부회장은 18일 서울 장충동 신라호텔에 신임 임원 197명을 부부 동반으로 초청해 “여러분이 삼성의 미래”라며 ... 도전’을 화두로 제시했다.  이날 만찬에는 계열사 사장단이 자리를 같이해 올해 경영 화두를 공유했다. 이서현 삼성물산 사장도 참석해 신임 임원들을 격려했다. 이부진 호텔신라 사장은 해외출장 중이어서 불참했다. 이날 신임 임원들은 이건희"
"2016-01-18","이재용 부회장, '삼성 신임 ★' 만찬…오너가 한자리","이재용 삼성전자 부회장(  사진  )이 올해 삼성그룹을 이끌어갈 신임 임원들과 만찬을 가진다. 지난해 연말 정기 임원인사에서 샐러리맨의 별로 꼽히는 상무급 이상 임원으로 발탁된 인재들을 이 부회장이 직접 축하하는 자리다.  18일 전자업계에 따르면 이 부회장은 이날 오후 서울 장충동 호텔신라에서 열리는 삼성 신임 임원 만찬에 참석한다. 이부진 호텔신라 사장과 이서현 삼성물산 패션 부문 사장 등 오너가와 삼성그룹 계열사 사장단도 참석할 예정이다."
"2016-01-18","한국운용, 대체투자 강화…부동산 투자 전문가 영입","한국투자신탁운용은 18일 대체투자 부문을 강화하기 위해 김정연 전 하나자산운용 투자1 본부장을 실물자산운용 본부장(상무, 사진)으로 영입했다고 밝혔다.  김 상무는 서울대학교 조경학과를 졸업하고 삼성물산 건설 부문, 아더앤더슨코리아, 리얼티어드바이저스코리아(RAK) 등에서 21년 이상 경력을 쌓은 글로벌 부동산 투자 전문가다. 대체투자전문 운용회사인 하나자산운용 설립 멤버로 합류해 지난해 말까지 근무했다.  그는 ""저금리 기조 속에서 안정적"
